site,barcode,fstation,sitetype,stratum,sdate,stime,fdate,ftime,pool,lcode,gear,period,rep,summary,project,effdist,effhr,effmin,pwrgoal,pwrused,volts,v_qf,amps,a_qf,pulses,p_qf,dutycyc,dc_qf,utmzone,utm_e,utm_n,gisgrid,zone15e,zone15n,gpsmeth,gpsacc,secchi,s_qf,temp,t_qf,depth,d_qf,cond,c_qf,current,cv_qf,do,do_qf,stageht,sh_qf,sveg92,vegd,eveg92,esveg92,substrt,snag,wingdyke,trib,riprap,inout,closing,flooded,othrstrc,labind,contanrs,shtcnt,totfishc,leader,pageno,rec_site,rownum,fishcode,length,tfs,grp_wdth,catch,weight,pathcode,subproj,userdef,recorder,nfsh_cnt,orphflag,batchno  
,14005077,4,1,"BWC-S","10/15/2007","11:05","10/15/2007","11:20","26","F28A.RS","D",3,"",5,"M-",200,0,15,5370,5610,170,"",33,"",60,"",25,"",15,734370,4310785,73435.3108,734370,4310785,1,2,30,"",19.2,"",.4,"",840,"",0,"",9.2,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",304,"",1,1,19,"SVCP",60,"T",1,2,"","","","","","","0","2702"
,14005077,4,1,"BWC-S","10/15/2007","11:05","10/15/2007","11:20","26","F28A.RS","D",3,"",5,"M-",200,0,15,5370,5610,170,"",33,"",60,"",25,"",15,734370,4310785,73435.3108,734370,4310785,1,2,30,"",19.2,"",.4,"",840,"",0,"",9.2,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",304,"",1,1,20,"SVCP",50,"T",1,2,"","","","","","","0","2702"
,14005077,4,1,"BWC-S","10/15/2007","11:05","10/15/2007","11:20","26","F28A.RS","D",3,"",5,"M-",200,0,15,5370,5610,170,"",33,"",60,"",25,"",15,734370,4310785,73435.3108,734370,4310785,1,2,30,"",19.2,"",.4,"",840,"",0,"",9.2,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",304,"",1,1,4,"GSCP",120,"T",1,1,"","","","","","","0","2702"
,14005077,4,1,"BWC-S","10/15/2007","11:05","10/15/2007","11:20","26","F28A.RS","D",3,"",5,"M-",200,0,15,5370,5610,170,"",33,"",60,"",25,"",15,734370,4310785,73435.3108,734370,4310785,1,2,30,"",19.2,"",.4,"",840,"",0,"",9.2,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",304,"",1,1,8,"GSCP",90,"T",1,1,"","","","","","","0","2702"
,14005077,4,1,"BWC-S","10/15/2007","11:05","10/15/2007","11:20","26","F28A.RS","D",3,"",5,"M-",200,0,15,5370,5610,170,"",33,"",60,"",25,"",15,734370,4310785,73435.3108,734370,4310785,1,2,30,"",19.2,"",.4,"",840,"",0,"",9.2,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",304,"",1,1,11,"SVCP",60,"T",1,11,"","","","","","","0","2702"
,14005077,4,1,"BWC-S","10/15/2007","11:05","10/15/2007","11:20","26","F28A.RS","D",3,"",5,"M-",200,0,15,5370,5610,170,"",33,"",60,"",25,"",15,734370,4310785,73435.3108,734370,4310785,1,2,30,"",19.2,"",.4,"",840,"",0,"",9.2,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",0,"",304,"",1,1,12,"SVCP",50,"T",1,14,"","","","","","","0","2702"
,14005079,4,1,"BWC-S","10/15/2007","13:55","10/15/2007","14:10","26","F30A.RS","D",3,"",5,"M-",200,0,15,5370,5580,180,"",31,"",60,"",25,"",15,734420,4310735,73440.31075,734420,4310735,1,2,30,"",19.2,"",.4,"",840,"",0,"",9.4,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",1,"",437,"",1,1,6,"GSCP",70,"T",1,1,"","","","","","","0","2702"
,14005079,4,1,"BWC-S","10/15/2007","13:55","10/15/2007","14:10","26","F30A.RS","D",3,"",5,"M-",200,0,15,5370,5580,180,"",31,"",60,"",25,"",15,734420,4310735,73440.31075,734420,4310735,1,2,30,"",19.2,"",.4,"",840,"",0,"",9.4,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",1,"",437,"",1,1,7,"SVCP",70,"T",1,12,"","","","","","","0","2702"
,14005079,4,1,"BWC-S","10/15/2007","13:55","10/15/2007","14:10","26","F30A.RS","D",3,"",5,"M-",200,0,15,5370,5580,180,"",31,"",60,"",25,"",15,734420,4310735,73440.31075,734420,4310735,1,2,30,"",19.2,"",.4,"",840,"",0,"",9.4,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",1,"",437,"",1,1,8,"SVCP",80,"T",1,4,"","","","","","","0","2702"
,14005079,4,1,"BWC-S","10/15/2007","13:55","10/15/2007","14:10","26","F30A.RS","D",3,"",5,"M-",200,0,15,5370,5580,180,"",31,"",60,"",25,"",15,734420,4310735,73440.31075,734420,4310735,1,2,30,"",19.2,"",.4,"",840,"",0,"",9.4,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",1,"",437,"",1,1,9,"SVCP",60,"T",1,10,"","","","","","","0","2702"
,14005079,4,1,"BWC-S","10/15/2007","13:55","10/15/2007","14:10","26","F30A.RS","D",3,"",5,"M-",200,0,15,5370,5580,180,"",31,"",60,"",25,"",15,734420,4310735,73440.31075,734420,4310735,1,2,30,"",19.2,"",.4,"",840,"",0,"",9.4,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",1,"",437,"",1,1,10,"SVCP",50,"T",1,4,"","","","","","","0","2702"
,14005079,4,1,"BWC-S","10/15/2007","13:55","10/15/2007","14:10","26","F30A.RS","D",3,"",5,"M-",200,0,15,5370,5580,180,"",31,"",60,"",25,"",15,734420,4310735,73440.31075,734420,4310735,1,2,30,"",19.2,"",.4,"",840,"",0,"",9.4,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",1,"",437,"",1,1,11,"SVCP",40,"T",1,1,"","","","","","","0","2702"
,14005079,4,1,"BWC-S","10/15/2007","13:55","10/15/2007","14:10","26","F30A.RS","D",3,"",5,"M-",200,0,15,5370,5580,180,"",31,"",60,"",25,"",15,734420,4310735,73440.31075,734420,4310735,1,2,30,"",19.2,"",.4,"",840,"",0,"",9.4,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",1,"",437,"",1,1,12,"SVCP",30,"T",1,2,"","","","","","","0","2702"
,14005079,4,1,"BWC-S","10/15/2007","13:55","10/15/2007","14:10","26","F30A.RS","D",3,"",5,"M-",200,0,15,5370,5580,180,"",31,"",60,"",25,"",15,734420,4310735,73440.31075,734420,4310735,1,2,30,"",19.2,"",.4,"",840,"",0,"",9.4,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",1,"",437,"",1,1,17,"GSCP",590,"T",1,1,"","","","","","","0","2702"
,14005079,4,1,"BWC-S","10/15/2007","13:55","10/15/2007","14:10","26","F30A.RS","D",3,"",5,"M-",200,0,15,5370,5580,180,"",31,"",60,"",25,"",15,734420,4310735,73440.31075,734420,4310735,1,2,30,"",19.2,"",.4,"",840,"",0,"",9.4,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",1,"",437,"",1,1,19,"SVCP",70,"T",1,3,"","","","","","","0","2702"
,14005079,4,1,"BWC-S","10/15/2007","13:55","10/15/2007","14:10","26","F30A.RS","D",3,"",5,"M-",200,0,15,5370,5580,180,"",31,"",60,"",25,"",15,734420,4310735,73440.31075,734420,4310735,1,2,30,"",19.2,"",.4,"",840,"",0,"",9.4,"","","","","","",0,1,"1","0","0","0","0","0","0","0","",1,"",437,"",1,1,20,"SVCP",50,"T",1,1,"","","","","","","0","2702"
,14005080,4,0,"SCB","10/17/2007","10:59","10/17/2007","11:14","26","D12.RS","D",3,"",5,"M-",200,0,15,4025,4028,212,"",19,"",60,"",25,"",15,733820,4312235,73380.31225,733820,4312235,1,2,20,"",17.5,"",.4,"",526,"",.1,"",10.1,"","","","","","",0,3,"1","0","0","0","0","0","0","0","",0,"",80,"",1,1,9,"SVCP",410,"T",1,1,"","","","","","","0","2702"
,14005084,4,0,"SCB","10/24/2007","12:17","10/24/2007","12:32","26","D9.RS","D",3,"",5,"M-",200,0,15,3596,3600,200,"",18,"",60,"",25,"",15,707370,4306185,70735.3062,707370,4306185,1,2,14,"",14.7,"",1.9,"",440,"",.5,"",9.8,"","","","","","",0,2,"0","0","0","0","0","0","1","0","",0,"",62,"",1,1,35,"SVCP",390,"T",1,1,"","","","","","","0","2702"
,14005085,4,0,"SCB","10/24/2007","13:36","10/24/2007","13:51","26","D10.RS","D",3,"",5,"M-",200,0,15,3613,3690,205,"",18,"",60,"",25,"",15,708120,4305585,70810.3056,708120,4305585,1,2,14,"",14.7,"",3,"",445,"",.5,"",9.8,"","","","","","",0,4,"1","0","0","0","0","0","0","0","",0,"",29,"",1,1,21,"SVCP",450,"T",1,1,"","","","","","","0","2702"
,14005086,4,0,"MCB-U","10/29/2007","11:00","10/29/2007","11:15","26","D3.RS","D",3,"",5,"M-",200,0,15,3735,3800,200,"",19,"",60,"",25,"",15,710370,4304385,71035.3044,710370,4304385,1,2,18,"",12.7,"",2,"",505,"",.72,"",11,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",42,"",1,1,23,"SVCP",500,"T",1,1,"","","","","","","0","2702"
,14005086,4,0,"MCB-U","10/29/2007","11:00","10/29/2007","11:15","26","D3.RS","D",3,"",5,"M-",200,0,15,3735,3800,200,"",19,"",60,"",25,"",15,710370,4304385,71035.3044,710370,4304385,1,2,18,"",12.7,"",2,"",505,"",.72,"",11,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",42,"",1,1,24,"SVCP",690,"T",1,1,"","","","","","","0","2702"
,14005087,4,0,"SCB","10/29/2007","12:33","10/29/2007","12:48","26","D15.RS","D",3,"",5,"M-",200,0,15,3709,3800,200,"",19,"",60,"",25,"",15,709220,4304885,70920.3049,709220,4304885,1,2,18,"",13.1,"",1.9,"",497,"",.81,"",11,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",71,"",1,1,41,"SVCP",430,"T",1,1,"","","","","","","0","2702"
,14005087,4,0,"SCB","10/29/2007","12:33","10/29/2007","12:48","26","D15.RS","D",3,"",5,"M-",200,0,15,3709,3800,200,"",19,"",60,"",25,"",15,709220,4304885,70920.3049,709220,4304885,1,2,18,"",13.1,"",1.9,"",497,"",.81,"",11,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",71,"",1,1,42,"SVCP",480,"T",1,1,"","","","","","","0","2702"
,14005087,4,0,"SCB","10/29/2007","12:33","10/29/2007","12:48","26","D15.RS","D",3,"",5,"M-",200,0,15,3709,3800,200,"",19,"",60,"",25,"",15,709220,4304885,70920.3049,709220,4304885,1,2,18,"",13.1,"",1.9,"",497,"",.81,"",11,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",71,"",1,1,43,"SVCP",460,"T",1,1,"","","","","","","0","2702"
,14005089,4,1,"BWC-S","10/30/2007","10:00","10/30/2007","10:15","26","F7A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740470,4309135,74045.30915,740470,4309135,1,1,20,"",12.3,"",.5,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",315,"",1,1,7,"SVCP",350,"T",1,1,"","","","","","","0","2702"
,14005089,4,1,"BWC-S","10/30/2007","10:00","10/30/2007","10:15","26","F7A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740470,4309135,74045.30915,740470,4309135,1,1,20,"",12.3,"",.5,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",315,"",1,1,52,"SVCP",70,"T",1,1,"","","","","","","0","2702"
,14005089,4,1,"BWC-S","10/30/2007","10:00","10/30/2007","10:15","26","F7A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740470,4309135,74045.30915,740470,4309135,1,1,20,"",12.3,"",.5,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",315,"",1,1,56,"SVCP",60,"T",1,1,"","","","","","","0","2702"
,14005089,4,1,"BWC-S","10/30/2007","10:00","10/30/2007","10:15","26","F7A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740470,4309135,74045.30915,740470,4309135,1,1,20,"",12.3,"",.5,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",315,"",1,1,39,"SVCP",100,"T",1,1,"","","","","","","0","2702"
,14005091,4,1,"BWC-S","10/30/2007","10:55","10/30/2007","11:10","26","F8A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740270,4309085,74025.3091,740270,4309085,1,1,20,"",12.3,"",.6,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",441,"",1,1,167,"GSCP",130,"T",1,1,"","","","","","","0","2702"
,14005091,4,1,"BWC-S","10/30/2007","10:55","10/30/2007","11:10","26","F8A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740270,4309085,74025.3091,740270,4309085,1,1,20,"",12.3,"",.6,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",441,"",1,1,273,"SVCP",110,"T",1,13,"","","","","","","0","2702"
,14005091,4,1,"BWC-S","10/30/2007","10:55","10/30/2007","11:10","26","F8A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740270,4309085,74025.3091,740270,4309085,1,1,20,"",12.3,"",.6,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",441,"",1,1,274,"SVCP",100,"T",1,6,"","","","","","","0","2702"
,14005091,4,1,"BWC-S","10/30/2007","10:55","10/30/2007","11:10","26","F8A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740270,4309085,74025.3091,740270,4309085,1,1,20,"",12.3,"",.6,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",441,"",1,1,275,"SVCP",120,"T",1,1,"","","","","","","0","2702"
,14005091,4,1,"BWC-S","10/30/2007","10:55","10/30/2007","11:10","26","F8A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740270,4309085,74025.3091,740270,4309085,1,1,20,"",12.3,"",.6,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",441,"",1,1,276,"SVCP",80,"T",1,1,"","","","","","","0","2702"
,14005091,4,1,"BWC-S","10/30/2007","10:55","10/30/2007","11:10","26","F8A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740270,4309085,74025.3091,740270,4309085,1,1,20,"",12.3,"",.6,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",441,"",1,1,277,"SVCP",100,"T",1,1,"","","","","","","0","2702"
,14005091,4,1,"BWC-S","10/30/2007","10:55","10/30/2007","11:10","26","F8A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740270,4309085,74025.3091,740270,4309085,1,1,20,"",12.3,"",.6,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",441,"",1,1,278,"SVCP",90,"T",1,2,"","","","","","","0","2702"
,14005091,4,1,"BWC-S","10/30/2007","10:55","10/30/2007","11:10","26","F8A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740270,4309085,74025.3091,740270,4309085,1,1,20,"",12.3,"",.6,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",441,"",1,1,279,"SVCP",130,"T",1,2,"","","","","","","0","2702"
,14005091,4,1,"BWC-S","10/30/2007","10:55","10/30/2007","11:10","26","F8A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740270,4309085,74025.3091,740270,4309085,1,1,20,"",12.3,"",.6,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",441,"",1,1,280,"SVCP",150,"T",1,1,"","","","","","","0","2702"
,14005091,4,1,"BWC-S","10/30/2007","10:55","10/30/2007","11:10","26","F8A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740270,4309085,74025.3091,740270,4309085,1,1,20,"",12.3,"",.6,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",441,"",1,1,46,"GSCP",230,"T",1,1,"","","","","","","0","2702"
,14005091,4,1,"BWC-S","10/30/2007","10:55","10/30/2007","11:10","26","F8A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740270,4309085,74025.3091,740270,4309085,1,1,20,"",12.3,"",.6,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",441,"",1,1,266,"SVCP",370,"T",1,1,"","","","","","","0","2702"
,14005091,4,1,"BWC-S","10/30/2007","10:55","10/30/2007","11:10","26","F8A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740270,4309085,74025.3091,740270,4309085,1,1,20,"",12.3,"",.6,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",441,"",1,1,267,"SVCP",280,"T",1,1,"","","","","","","0","2702"
,14005091,4,1,"BWC-S","10/30/2007","10:55","10/30/2007","11:10","26","F8A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740270,4309085,74025.3091,740270,4309085,1,1,20,"",12.3,"",.6,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",441,"",1,1,268,"SVCP",240,"T",1,1,"","","","","","","0","2702"
,14005091,4,1,"BWC-S","10/30/2007","10:55","10/30/2007","11:10","26","F8A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740270,4309085,74025.3091,740270,4309085,1,1,20,"",12.3,"",.6,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",441,"",1,1,269,"SVCP",130,"T",1,2,"","","","","","","0","2702"
,14005091,4,1,"BWC-S","10/30/2007","10:55","10/30/2007","11:10","26","F8A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740270,4309085,74025.3091,740270,4309085,1,1,20,"",12.3,"",.6,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",441,"",1,1,270,"SVCP",150,"T",1,1,"","","","","","","0","2702"
,14005091,4,1,"BWC-S","10/30/2007","10:55","10/30/2007","11:10","26","F8A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740270,4309085,74025.3091,740270,4309085,1,1,20,"",12.3,"",.6,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",441,"",1,1,271,"SVCP",140,"T",1,1,"","","","","","","0","2702"
,14005091,4,1,"BWC-S","10/30/2007","10:55","10/30/2007","11:10","26","F8A.RS","D",3,"",5,"M-",200,0,15,3539,3570,210,"",17,"",60,"",25,"",15,740270,4309085,74025.3091,740270,4309085,1,1,20,"",12.3,"",.6,"",455,"",0,"",10,"","","","","","",0,2,"1","0","0","0","0","0","0","0","",0,"",441,"",1,1,272,"SVCP",120,"T",1,1,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,72,"SVCP",660,"T",1,1,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,73,"SVCP",440,"T",1,1,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,74,"SVCP",690,"T",1,1,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,75,"SVCP",490,"T",1,1,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,76,"SVCP",450,"T",1,1,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,77,"SVCP",460,"T",1,1,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,78,"SVCP",490,"T",1,1,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,79,"SVCP",460,"T",1,1,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,80,"SVCP",450,"T",1,1,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,82,"SVCP",530,"T",1,1,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,83,"SVCP",780,"T",1,1,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,84,"SVCP",740,"T",1,2,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,85,"SVCP",860,"T",1,1,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,86,"SVCP",810,"T",1,1,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,87,"SVCP",480,"T",1,1,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,88,"SVCP",440,"T",1,1,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,89,"SVCP",450,"T",1,2,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,90,"SVCP",400,"T",1,1,"","","","","","","0","2702"
,14005093,4,1,"MCB-W","10/31/2007","10:28","10/31/2007","10:43","26","M232.9E","D",3,"",5,"M-",200,0,15,3745,3960,180,"",22,"",60,"",25,"",15,705804,4307765,70580.30775,705804,4307765,1,2,18,"",12.7,"",1.7,"",508,"",.28,"",11.5,"","","","","","",0,4,"0","0","0","0","0","0","0","0","",0,"",163,"",1,1,91,"SVCP",430,"T",1,1,"","","","","","","0","2702"
